aceX aceY aceZ lati longi altiMed vel pitch roll yaw time
0.890 -2.560 -0.010 38.724 -9.249 381.55 0 81.188 1.188 23.625 0
-1.710 12.850 -0.010 38.724 -9.249 381.81 0 109.188 -10.438 26.250 0
2.570 -0.010 -0.010 38.724 -9.249 382.57 0 122.000 835.250 -0.062 0
-1.720 -5.370 8.040 38.724 -9.249 382.84 0 121.688 819.188 -0.062 0
-1.340 -185.050 -0.010 38.724 -9.249 382.86 0 113.062 -15.562 -0.062 0
0.050 7.710 -0.010 38.724 -9.249 382.48 0 101.188 -15.625 -0.062 0
1.190 -2.560 -0.010 38.724 -9.249 381.70 0 90.250 4.188 -16.000 0
0.920 -2.560 -0.010 38.724 -9.249 381.49 0 86.500 -15.688 -0.062 0
0.210 -6.500 9.100 38.724 -9.249 381.61 0 91.188 -15.688 -0.062 0
1.350 38.550 -0.010 38.724 -9.249 381.63 0 91.688 23.438 -15.938 0
1.680 28.270 -0.010 38.724 -9.249 382.42 0 40.812 -15.875 -0.062 0
0.890 -2.560 -0.010 38.724 -9.249 383.25 0 31.750 6.812 39.938 0
1.550 -2.560 -0.010 38.724 -9.249 384.13 0 65.188 -15.750 -0.062 0
0.660 -9.330 9.670 38.724 -9.249 383.95 0 111.250 -15.625 -0.062 0
-1.920 -6.500 7.670 38.724 -9.249 384.51 0 168.312 1.000 -16.000 0
51.400 -0.010 -0.010 38.724 -9.249 385.11 0 191.188 18.312 -15.938 0
-0.190 -8.230 7.130 38.724 -9.249 385.36 0 122.125 -10.438 109.938 0
0.300 -2.560 -0.010 38.724 -9.249 385.52 0 44.625 -15.875 -0.062 0
1.510 -2.560 -0.010 38.724 -9.249 385.61 0 1.000 16.562 -15.938 0
0.020 -2.560 -0.010 38.724 -9.249 386.34 0 218.938 -15.188 -0.062 0
0.630 -2.560 -0.010 38.724 -9.249 385.89 0 112.562 -15.562 -0.062 0
1.770 23.130 -0.010 38.724 -9.249 385.77 0 332.938 -14.750 -0.062 0
-0.580 -11.610 6.200 38.724 -9.249 385.83 0 233.250 4.562 34.562 0
1.070 -9.270 5.910 38.724 -9.249 385.63 0 93.625 3.750 20.438 0
2.420 -2.560 -0.010 38.724 -9.249 385.73 0 355.875 -14.625 -0.062 0
-0.530 -7.870 6.120 38.724 -9.249 385.72 0 241.938 1.188 -16.000 0
0.660 128.500 -0.010 38.724 -9.249 385.66 0 141.250 -11.125 31.500 0
2.370 -2.560 -0.010 38.724 -9.249 385.37 0 24.938 -15.938 -0.062 0
1.040 -2.560 -0.010 38.724 -9.249 385.72 0 294.625 -14.875 -0.062 0
0.080 -2.560 -0.010 38.724 -9.249 385.98 0 178.125 -15.312 -0.062 0
0.920 -4.390 5.460 38.724 -9.249 386.16 0 120.062 835.250 -0.062 0
105.370 -0.010 -0.010 38.724 -9.249 386.31 0 117.688 -8.375 39.688 0
56.540 -0.010 -0.010 38.724 -9.249 386.27 0 115.688 1.562 -16.000 0
-236.450 -0.010 -0.010 38.724 -9.249 385.69 0 102.125 -15.625 -0.062 0
-0.550 30.840 -0.010 38.724 -9.249 385.42 0 89.688 771.000 -0.062 0
0.150 -2.560 -0.010 38.724 -9.249 385.07 0 78.625 -15.750 -0.062 0
1.780 -2.560 -0.010 38.724 -9.249 384.68 0 72.125 -15.750 -0.062 0
2.320 17.990 -0.010 38.724 -9.249 384.75 0 74.750 -15.750 -0.062 0
2.410 -2.560 -0.010 38.724 -9.249 385.10 0 97.250 7.562 23.125 0
-3.140 10.280 -0.010 38.724 -9.249 385.34 0 136.938 -24.062 67.500 0
-3.860 -6.500 6.610 38.724 -9.249 386.36 0 175.438 -15.375 -0.062 0
-1.760 -179.910 -0.010 38.724 -9.249 386.39 0 147.938 -9.125 38.812 0
-0.520 -5.320 7.550 38.724 -9.249 385.86 0 116.688 6.875 -16.000 0
0.330 -2.560 -0.010 38.724 -9.249 384.95 0 95.688 2.312 -16.000 0
0.420 -2.560 -0.010 38.724 -9.249 384.24 0 84.688 -15.688 -0.062 0
0.670 -2.560 -0.010 38.724 -9.249 383.81 0 74.750 -15.750 -0.062 0
0.650 -6.430 8.850 38.724 -9.249 383.66 0 74.312 -15.750 -0.062 0
0.290 123.360 -0.010 38.724 -9.249 383.54 0 90.750 -15.688 -0.062 0
-1.430 -6.740 8.800 38.724 -9.249 383.71 0 115.562 4.812 -16.000 0
-326.400 -0.010 -0.010 38.724 -9.249 384.12 0 131.438 0.312 -16.000 0
-251.870 -0.010 -0.010 38.724 -9.249 384.39 0 131.500 -8.688 27.688 0
-241.590 -0.010 -0.010 38.724 -9.249 384.54 0 125.250 -15.562 -0.062 0
-298.130 -0.010 -0.010 38.724 -9.249 384.51 0 120.250 -15.562 -0.062 0
-259.580 -0.010 -0.010 38.724 -9.249 384.48 0 110.750 -15.625 -0.062 0
-0.360 -5.660 7.540 38.724 -9.249 384.39 0 94.625 -15.688 -0.062 0
0.710 -2.560 -0.010 38.724 -9.249 384.06 0 78.688 2.250 33.188 0
0.790 -2.560 -0.010 38.724 -9.249 383.92 0 76.500 7.438 -16.000 0
0.040 -2.560 -0.010 38.724 -9.249 383.83 0 90.688 4.938 -16.000 0
-313.550 -0.010 -0.010 38.724 -9.249 384.12 0 107.500 0.688 -16.000 0
-1.490 -6.670 8.320 38.724 -9.249 384.59 0 122.500 -15.562 -0.062 0
-316.120 -0.010 -0.010 38.724 -9.249 385.28 0 132.375 -15.500 -0.062 0
-1.620 -6.530 8.340 38.724 -9.249 385.57 0 143.312 -15.500 -0.062 0
-1.840 -287.850 -0.010 38.724 -9.249 385.75 0 150.188 -15.438 -0.062 0
151.630 -0.010 -0.010 38.724 -9.249 386.00 0 146.750 -15.438 -0.062 0
-185.050 -0.010 -0.010 38.724 -9.249 386.21 0 137.812 -15.500 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 386.33 0 136.875 -15.500 -0.062 0
-316.120 -0.010 -0.010 38.724 -9.249 386.62 0 143.625 -15.500 -0.062 0
-1.820 -172.200 -0.010 38.724 -9.249 386.80 0 146.688 -15.438 -0.062 0
-1.430 -226.170 -0.010 38.724 -9.249 386.99 0 143.062 -15.500 -0.062 0
-1.350 -231.310 -0.010 38.724 -9.249 387.09 0 136.312 -15.500 -0.062 0
-185.050 -0.010 -0.010 38.724 -9.249 387.40 0 132.188 -15.500 -0.062 0
-267.290 -0.010 -0.010 38.724 -9.249 387.69 0 135.438 -15.500 -0.062 0
-282.710 -0.010 -0.010 38.724 -9.249 388.10 0 145.625 -15.438 -0.062 0
59.110 -0.010 -0.010 38.724 -9.249 388.75 0 158.688 -8.562 37.812 0
-1.720 -5.500 7.180 38.724 -9.249 389.33 0 161.062 -10.375 34.125 0
-1.530 -5.760 7.720 38.724 -9.249 389.87 0 155.000 -11.438 36.562 0
-1.330 -5.700 7.720 38.724 -9.249 390.44 0 150.375 -9.938 38.562 0
-1.540 -174.770 -0.010 38.724 -9.249 391.03 0 151.688 -15.438 -0.062 0
154.200 -0.010 -0.010 38.724 -9.249 391.74 0 151.188 -15.438 -0.062 0
-282.710 -0.010 -0.010 38.724 -9.249 392.37 0 148.875 -15.438 -0.062 0
-1.900 -218.460 -0.010 38.724 -9.249 392.98 0 154.688 -15.438 -0.062 0
-1.780 -185.050 -0.010 38.724 -9.249 393.69 0 159.500 -8.312 36.875 0
-1.750 -195.330 -0.010 38.724 -9.249 394.37 0 158.062 -8.188 35.875 0
-1.560 -5.720 7.640 38.724 -9.249 395.04 0 156.375 -8.750 33.688 0
-1.560 -182.480 -0.010 38.724 -9.249 395.92 0 155.312 -8.625 34.312 0
-1.420 -241.590 -0.010 38.724 -9.249 396.80 0 154.375 -11.062 37.812 0
138.780 -0.010 -0.010 38.724 -9.249 397.49 0 157.188 995.875 -0.062 0
-1.520 -218.460 -0.010 38.724 -9.249 398.20 0 156.375 -10.250 38.062 0
-1.900 -213.320 -0.010 38.724 -9.249 398.86 0 156.125 -15.438 -0.062 0
-323.830 -0.010 -0.010 38.724 -9.249 399.63 0 152.625 -15.438 -0.062 0
-275.000 -0.010 -0.010 38.724 -9.249 400.49 0 148.938 -15.438 -0.062 0
-213.320 -0.010 -0.010 38.724 -9.249 401.29 0 154.750 -15.438 -0.062 0
-1.740 -182.480 -0.010 38.724 -9.249 402.38 0 164.375 -15.375 -0.062 0
-1.700 -316.120 -0.010 38.724 -9.249 403.34 0 170.125 -8.875 38.250 0
151.630 -0.010 -0.010 38.724 -9.249 404.14 0 169.938 -8.812 34.812 0
-264.720 -0.010 -0.010 38.724 -9.249 404.96 0 156.062 -9.125 37.250 0
-200.470 -0.010 -0.010 38.724 -9.249 405.88 0 148.125 -10.062 39.938 0
-1.460 -277.570 -0.010 38.724 -9.249 406.79 0 162.375 -15.375 -0.062 0
66.820 -0.010 -0.010 38.724 -9.249 407.93 0 178.250 -15.312 -0.062 0
161.910 -0.010 -0.010 38.724 -9.249 408.98 0 177.312 -11.625 39.125 0
-1.640 -257.010 -0.010 38.724 -9.249 409.91 0 167.688 -11.875 40.500 0
-1.300 -215.890 -0.010 38.724 -9.249 410.74 0 160.562 -10.688 38.875 0
-1.600 -267.290 -0.010 38.724 -9.249 411.62 0 163.812 -9.188 37.312 0
128.500 -0.010 -0.010 38.724 -9.249 412.48 0 174.312 -8.875 37.188 0
-1.780 -282.710 -0.010 38.724 -9.249 413.48 0 175.125 -10.938 40.875 0
-1.920 -249.300 -0.010 38.724 -9.249 414.46 0 170.188 -11.062 41.250 0
-1.370 -264.720 -0.010 38.724 -9.249 415.43 0 163.062 -10.500 38.750 0
-1.640 -215.890 -0.010 38.724 -9.249 416.41 0 160.875 -9.688 36.688 0
-1.710 -269.860 -0.010 38.724 -9.249 417.47 0 165.500 -9.438 38.688 0
-1.900 -249.300 -0.010 38.724 -9.249 418.60 0 169.688 -10.500 39.438 0
154.200 -0.010 -0.010 38.724 -9.249 419.48 0 169.062 -11.500 40.062 0
-1.740 -223.600 -0.010 38.724 -9.249 420.49 0 163.000 -11.250 37.625 0
-1.660 -254.440 -0.010 38.724 -9.249 421.37 0 159.438 -10.875 38.125 0
-1.580 -221.030 -0.010 38.724 -9.249 422.38 0 161.688 -10.062 39.188 0
128.500 -0.010 -0.010 38.724 -9.249 423.50 0 167.312 -9.312 39.812 0
-1.540 -257.010 -0.010 38.724 -9.249 424.56 0 168.688 -8.500 38.438 0
-316.120 -0.010 -0.010 38.724 -9.249 425.57 0 170.438 -9.250 40.438 0
-1.820 -5.250 6.700 38.724 -9.249 426.59 0 174.688 -8.562 38.938 0
-1.890 -4.040 5.220 38.724 -9.249 427.59 0 173.750 -15.375 -0.062 0
87.380 -0.010 -0.010 38.724 -9.249 428.48 0 163.438 -8.062 31.750 0
-187.620 -0.010 -0.010 38.724 -9.249 429.01 0 144.500 883.438 -0.062 0
-0.500 -221.030 -0.010 38.724 -9.249 429.47 0 132.938 -8.562 29.188 0
-0.310 -3.960 5.540 38.724 -9.249 429.73 0 134.438 -15.500 -0.062 0
-1.530 -244.160 -0.010 38.724 -9.249 429.99 0 142.500 -15.500 -0.062 0
-1.510 -179.910 -0.010 38.724 -9.249 430.15 0 148.688 -15.438 -0.062 0
-1.700 -6.540 8.530 38.724 -9.249 430.26 0 152.312 -15.438 -0.062 0
-1.320 -262.150 -0.010 38.724 -9.249 430.32 0 148.812 -8.938 37.812 0
-203.040 -0.010 -0.010 38.724 -9.249 430.35 0 143.375 -9.312 37.500 0
-277.570 -0.010 -0.010 38.724 -9.249 430.37 0 146.875 -9.438 37.250 0
102.800 -0.010 -0.010 38.724 -9.249 430.43 0 153.500 -9.938 39.688 0
-326.400 -0.010 -0.010 38.724 -9.249 430.37 0 148.812 -11.750 36.375 0
-316.120 -0.010 -0.010 38.724 -9.249 430.40 0 136.188 -10.875 35.812 0
-249.300 -0.010 -0.010 38.724 -9.249 430.46 0 123.312 -15.562 -0.062 0
-215.890 -0.010 -0.010 38.724 -9.249 430.32 0 112.938 -15.562 -0.062 0
-0.600 -169.630 -0.010 38.724 -9.249 430.08 0 101.188 -15.625 -0.062 0
0.400 -2.560 -0.010 38.724 -9.249 429.82 0 89.938 0.125 34.125 0
0.490 -2.560 -0.010 38.724 -9.249 429.63 0 87.562 2.625 36.250 0
0.060 -2.560 -0.010 38.724 -9.249 429.58 0 95.688 1.750 34.500 0
-0.630 -5.700 7.860 38.724 -9.249 429.81 0 109.000 -15.625 -0.062 0
-241.590 -0.010 -0.010 38.724 -9.249 430.17 0 116.438 -15.562 -0.062 0
-257.010 -0.010 -0.010 38.724 -9.249 430.48 0 116.062 -15.562 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 430.64 0 109.000 -15.625 -0.062 0
-0.030 -244.160 -0.010 38.724 -9.249 430.58 0 98.125 -15.625 -0.062 0
0.320 -6.570 9.060 38.724 -9.249 430.47 0 90.375 -15.688 -0.062 0
0.110 -6.540 8.920 38.724 -9.249 430.61 0 94.062 0.125 35.688 0
-0.440 -305.840 -0.010 38.724 -9.249 430.91 0 104.188 -15.625 -0.062 0
-254.440 -0.010 -0.010 38.724 -9.249 431.52 0 115.562 -15.562 -0.062 0
-226.170 -0.010 -0.010 38.724 -9.249 432.32 0 125.812 -15.562 -0.062 0
-213.320 -0.010 -0.010 38.724 -9.249 432.91 0 136.562 -15.500 -0.062 0
-1.570 -323.830 -0.010 38.724 -9.249 433.56 0 151.562 -15.438 -0.062 0
146.490 -0.010 -0.010 38.724 -9.249 434.20 0 159.688 -15.438 -0.062 0
-1.310 -277.570 -0.010 38.724 -9.249 434.91 0 154.625 -8.750 37.000 0
-236.450 -0.010 -0.010 38.724 -9.249 435.58 0 146.938 -15.438 -0.062 0
-295.560 -0.010 -0.010 38.724 -9.249 436.38 0 150.250 -15.438 -0.062 0
-1.450 -205.610 -0.010 38.724 -9.249 437.02 0 155.188 -8.125 34.875 0
-1.470 -6.830 8.860 38.724 -9.249 437.68 0 156.938 -9.250 36.812 0
-1.580 -6.940 9.090 38.724 -9.249 438.46 0 157.875 -15.438 -0.062 0
-1.770 -6.510 8.660 38.724 -9.249 439.30 0 158.625 -15.438 -0.062 0
-1.530 -300.700 -0.010 38.724 -9.249 440.19 0 161.312 -15.375 -0.062 0
-1.700 -5.750 6.910 38.724 -9.249 441.17 0 168.375 -10.062 38.188 0
-1.600 -167.060 -0.010 38.724 -9.249 442.11 0 169.812 -10.250 40.375 0
-1.680 -192.760 -0.010 38.724 -9.249 442.99 0 168.438 -10.750 39.000 0
-1.660 -303.270 -0.010 38.724 -9.249 443.82 0 167.375 -8.938 38.812 0
-1.680 -287.850 -0.010 38.724 -9.249 444.81 0 165.125 -8.438 36.812 0
-1.690 -275.000 -0.010 38.724 -9.249 445.67 0 164.125 -8.812 37.875 0
-1.570 -257.010 -0.010 38.724 -9.249 446.65 0 164.625 -9.688 39.688 0
-1.630 -259.580 -0.010 38.724 -9.249 447.74 0 168.312 -9.750 39.125 0
-1.760 -292.990 -0.010 38.724 -9.249 448.69 0 170.000 -8.312 37.875 0
-1.300 -223.600 -0.010 38.724 -9.249 449.55 0 166.188 -9.625 38.688 0
-1.580 -292.990 -0.010 38.724 -9.249 450.49 0 166.688 -9.438 40.625 0
-1.540 -226.170 -0.010 38.724 -9.249 451.50 0 169.250 -8.562 39.625 0
-1.450 -318.690 -0.010 38.724 -9.249 452.33 0 168.000 -9.688 38.438 0
-1.740 -218.460 -0.010 38.724 -9.249 453.28 0 166.812 -9.688 37.375 0
-1.710 -259.580 -0.010 38.724 -9.249 454.27 0 165.500 -9.062 39.812 0
-1.610 -5.730 7.300 38.724 -9.249 455.36 0 162.625 -10.062 37.188 0
-1.690 -226.170 -0.010 38.724 -9.249 456.19 0 161.750 -9.500 36.750 0
-1.450 -236.450 -0.010 38.724 -9.249 457.23 0 162.812 -8.750 38.188 0
-1.830 -254.440 -0.010 38.724 -9.249 458.21 0 166.688 -15.375 -0.062 0
-1.690 -249.300 -0.010 38.724 -9.249 459.28 0 168.688 -9.000 38.438 0
133.640 -0.010 -0.010 38.724 -9.249 460.16 0 167.312 -9.750 37.375 0
-1.470 -221.030 -0.010 38.724 -9.249 461.24 0 161.688 -9.438 38.188 0
-290.420 -0.010 -0.010 38.724 -9.249 462.08 0 158.688 -9.312 37.125 0
-1.560 -244.160 -0.010 38.724 -9.249 463.07 0 163.688 -9.125 39.188 0
-1.900 -200.470 -0.010 38.724 -9.249 464.08 0 171.000 -10.062 37.500 0
-1.650 46.260 -0.010 38.724 -9.249 465.18 0 169.188 -11.375 39.188 0
-313.550 -0.010 -0.010 38.724 -9.249 466.18 0 162.625 -10.938 35.625 0
-321.260 -0.010 -0.010 38.724 -9.249 466.95 0 152.438 -9.375 34.312 0
-213.320 -0.010 -0.010 38.724 -9.249 467.57 0 141.938 -9.000 34.000 0
-233.880 -0.010 -0.010 38.724 -9.249 467.99 0 138.812 -15.500 -0.062 0
-249.300 -0.010 -0.010 38.724 -9.249 468.34 0 141.188 -15.500 -0.062 0
-1.420 -5.300 7.620 38.724 -9.249 468.76 0 144.562 -15.438 -0.062 0
-1.500 -5.390 7.640 38.724 -9.249 469.00 0 144.500 -8.375 36.562 0
-310.980 -0.010 -0.010 38.724 -9.249 469.13 0 141.562 -9.688 36.625 0
-298.130 -0.010 -0.010 38.724 -9.249 469.17 0 138.188 -9.312 36.062 0
-280.140 -0.010 -0.010 38.724 -9.249 469.50 0 136.312 -8.875 35.500 0
-316.120 -0.010 -0.010 38.724 -9.249 469.74 0 135.938 -9.312 37.500 0
-1.430 -5.650 7.030 38.724 -9.249 469.91 0 137.312 -11.438 38.125 0
-1.450 -208.180 -0.010 38.724 -9.249 469.85 0 136.000 -10.875 38.062 0
-1.300 -218.460 -0.010 38.724 -9.249 470.01 0 133.375 -15.500 -0.062 0
-323.830 -0.010 -0.010 38.724 -9.249 469.96 0 130.375 -15.500 -0.062 0
-272.430 -0.010 -0.010 38.724 -9.249 469.96 0 129.812 -15.500 -0.062 0
-1.460 -246.730 -0.010 38.724 -9.249 470.02 0 133.062 -8.188 38.938 0
-1.290 -218.460 -0.010 38.724 -9.249 470.11 0 136.625 -8.938 38.312 0
-1.460 -215.890 -0.010 38.724 -9.249 470.14 0 138.875 -8.312 37.750 0
-1.340 -210.750 -0.010 38.724 -9.249 470.23 0 140.375 -15.500 -0.062 0
-1.470 -179.910 -0.010 38.724 -9.249 470.38 0 140.375 -15.500 -0.062 0
-1.470 -213.320 -0.010 38.724 -9.249 470.41 0 138.250 -15.500 -0.062 0
-326.400 -0.010 -0.010 38.724 -9.249 470.47 0 137.250 -15.500 -0.062 0
-1.580 -236.450 -0.010 38.724 -9.249 470.65 0 138.125 -15.500 -0.062 0
-1.600 -177.340 -0.010 38.724 -9.249 470.59 0 137.438 -15.500 -0.062 0
-1.330 -213.320 -0.010 38.724 -9.249 470.65 0 134.938 -8.938 36.250 0
-267.290 -0.010 -0.010 38.724 -9.249 470.61 0 131.688 -8.875 37.875 0
-303.270 -0.010 -0.010 38.724 -9.249 470.61 0 132.250 -15.500 -0.062 0
-326.400 -0.010 -0.010 38.724 -9.249 470.61 0 135.750 -15.500 -0.062 0
-1.340 -182.480 -0.010 38.724 -9.249 470.67 0 138.938 -15.500 -0.062 0
-1.550 -208.180 -0.010 38.724 -9.249 470.76 0 138.750 -9.125 36.688 0
-1.370 -174.770 -0.010 38.724 -9.249 470.76 0 132.188 -9.500 37.250 0
-267.290 -0.010 -0.010 38.724 -9.249 470.68 0 123.125 -8.125 37.812 0
-0.620 -190.190 -0.010 38.724 -9.249 470.59 0 114.938 -15.562 -0.062 0
-197.900 -0.010 -0.010 38.724 -9.249 470.53 0 107.875 -15.625 -0.062 0
-0.310 -5.500 7.900 38.724 -9.249 470.25 0 96.625 -15.625 -0.062 0
0.660 -2.560 -0.010 38.724 -9.249 469.92 0 86.125 -15.688 -0.062 0
0.440 -2.560 -0.010 38.724 -9.249 469.83 0 86.625 3.250 35.000 0
-0.230 -5.640 8.010 38.724 -9.249 469.77 0 97.812 2.750 34.562 0
-259.580 -0.010 -0.010 38.724 -9.249 469.98 0 110.125 -15.625 -0.062 0
-275.000 -0.010 -0.010 38.724 -9.249 470.34 0 116.750 -15.562 -0.062 0
-264.720 -0.010 -0.010 38.724 -9.249 470.43 0 114.688 -15.562 -0.062 0
-249.300 -0.010 -0.010 38.724 -9.249 470.43 0 110.375 -15.625 -0.062 0
-0.400 -200.470 -0.010 38.724 -9.249 470.25 0 101.938 -15.625 -0.062 0
0.100 -6.410 8.850 38.724 -9.249 469.99 0 93.562 0.438 35.312 0
0.440 -2.560 -0.010 38.724 -9.249 469.99 0 92.875 1.375 36.750 0
-0.240 -205.610 -0.010 38.724 -9.249 470.11 0 102.562 0.625 35.500 0
-0.550 154.200 -0.010 38.724 -9.249 470.35 0 113.062 -15.562 -0.062 0
-179.910 -0.010 -0.010 38.724 -9.249 470.94 0 123.188 -15.562 -0.062 0
-316.120 -0.010 -0.010 38.724 -9.249 471.63 0 137.688 -15.500 -0.062 0
-326.400 -0.010 -0.010 38.724 -9.249 472.25 0 155.500 -15.438 -0.062 0
-1.910 -244.160 -0.010 38.724 -9.249 472.79 0 167.312 -8.375 36.125 0
-1.690 -6.670 8.710 38.724 -9.249 473.34 0 167.562 -11.375 38.750 0
-259.580 -0.010 -0.010 38.724 -9.249 473.93 0 164.625 -15.375 -0.062 0
-1.480 -6.430 8.640 38.724 -9.249 474.69 0 168.938 -15.375 -0.062 0
-1.390 -246.730 -0.010 38.724 -9.249 475.24 0 171.188 -15.375 -0.062 0
-1.650 -172.200 -0.010 38.724 -9.249 475.95 0 165.250 -15.375 -0.062 0
-172.200 -0.010 -0.010 38.724 -9.249 476.64 0 164.625 -10.938 38.688 0
161.910 -0.010 -0.010 38.724 -9.249 477.60 0 182.438 -15.312 -0.062 0
79.670 -0.010 -0.010 38.724 -9.249 478.49 0 189.938 -15.312 -0.062 0
-1.450 -310.980 -0.010 38.724 -9.249 479.52 0 174.938 -8.812 37.875 0
-231.310 -0.010 -0.010 38.724 -9.249 480.17 0 161.062 -9.438 40.750 0
-300.700 -0.010 -0.010 38.724 -9.249 480.92 0 163.812 -15.375 -0.062 0
-1.540 -313.550 -0.010 38.724 -9.249 481.78 0 176.375 -15.312 -0.062 0
-318.690 -0.010 -0.010 38.724 -9.249 482.77 0 183.250 -8.500 39.375 0
-1.520 -269.860 -0.010 38.724 -9.249 483.48 0 181.250 -10.438 39.750 0
-1.470 -300.700 -0.010 38.724 -9.249 484.33 0 176.500 -9.812 39.875 0
-1.340 -226.170 -0.010 38.724 -9.249 485.26 0 172.562 -8.500 38.188 0
-1.390 -318.690 -0.010 38.724 -9.249 486.13 0 173.062 -8.125 38.625 0
-1.350 -233.880 -0.010 38.724 -9.249 487.10 0 176.750 -8.688 38.312 0
-1.440 -277.570 -0.010 38.724 -9.249 488.15 0 181.500 -9.438 41.000 0
-1.620 -282.710 -0.010 38.724 -9.249 489.10 0 185.438 -9.875 40.625 0
113.080 -0.010 -0.010 38.724 -9.249 490.00 0 187.500 -8.875 41.875 0
141.350 -0.010 -0.010 38.724 -9.249 490.88 0 181.062 -8.188 39.938 0
-1.440 -251.870 -0.010 38.724 -9.249 491.72 0 171.688 -8.500 38.750 0
-1.470 -6.470 8.000 38.724 -9.249 492.56 0 171.000 -9.062 38.625 0
-1.640 -282.710 -0.010 38.724 -9.249 493.43 0 176.750 -8.188 38.938 0
-1.570 -6.460 7.530 38.724 -9.249 494.35 0 182.062 -9.688 41.062 0
-1.460 -318.690 -0.010 38.724 -9.249 495.55 0 186.875 -9.438 41.625 0
-1.850 -6.640 7.210 38.724 -9.249 496.69 0 189.812 -15.312 -0.062 0
-1.750 -316.120 -0.010 38.724 -9.249 497.61 0 184.438 -8.062 41.188 0
-1.560 -269.860 -0.010 38.724 -9.249 498.45 0 174.438 -10.500 41.250 0
-1.490 128.500 -0.010 38.724 -9.249 499.14 0 170.125 -10.250 38.125 0
-326.400 -0.010 -0.010 38.724 -9.249 499.83 0 167.625 -9.188 37.312 0
-1.340 -3.850 4.940 38.724 -9.249 500.54 0 160.688 -8.250 34.000 0
-228.740 -0.010 -0.010 38.724 -9.249 501.01 0 148.938 -8.938 31.062 0
-0.590 -4.310 5.750 38.724 -9.249 501.31 0 137.688 -15.500 -0.062 0
-292.990 -0.010 -0.010 38.724 -9.249 501.37 0 131.938 -15.500 -0.062 0
-0.460 -277.570 -0.010 38.724 -9.249 501.25 0 122.938 -15.562 -0.062 0
-0.340 -6.450 8.740 38.724 -9.249 501.01 0 110.625 -15.625 -0.062 0
0.520 -2.560 -0.010 38.724 -9.249 500.80 0 99.000 -15.625 -0.062 0
0.510 -2.560 -0.010 38.724 -9.249 500.60 0 97.875 -15.625 -0.062 0
0.180 -2.560 -0.010 38.724 -9.249 500.71 0 108.750 0.000 33.062 0
-192.760 -0.010 -0.010 38.724 -9.249 500.91 0 125.375 -15.562 -0.062 0
-277.570 -0.010 -0.010 38.724 -9.249 501.18 0 137.250 -15.500 -0.062 0
-236.450 -0.010 -0.010 38.724 -9.249 501.44 0 141.875 -15.500 -0.062 0
-272.430 -0.010 -0.010 38.724 -9.249 501.65 0 143.188 -15.500 -0.062 0
-257.010 -0.010 -0.010 38.724 -9.249 501.68 0 142.812 -15.500 -0.062 0
-239.020 -0.010 -0.010 38.724 -9.249 501.74 0 141.125 -15.500 -0.062 0
-246.730 -0.010 -0.010 38.724 -9.249 501.80 0 138.188 -15.500 -0.062 0
-1.430 -251.870 -0.010 38.724 -9.249 501.74 0 133.250 -15.500 -0.062 0
-287.850 -0.010 -0.010 38.724 -9.249 501.68 0 121.812 -15.562 -0.062 0
0.210 -2.560 -0.010 38.724 -9.249 501.36 0 106.312 -15.625 -0.062 0
0.590 -2.560 -0.010 38.724 -9.249 501.21 0 99.062 2.625 37.250 0
0.160 -2.560 -0.010 38.724 -9.249 501.19 0 105.562 3.500 36.500 0
-0.580 -5.730 7.830 38.724 -9.249 501.38 0 119.062 -15.562 -0.062 0
-215.890 -0.010 -0.010 38.724 -9.249 501.65 0 129.938 -15.500 -0.062 0
-295.560 -0.010 -0.010 38.724 -9.249 501.86 0 134.875 -15.500 -0.062 0
-226.170 -0.010 -0.010 38.724 -9.249 501.94 0 133.562 -15.500 -0.062 0
-282.710 -0.010 -0.010 38.724 -9.249 502.06 0 131.812 -15.500 -0.062 0
-218.460 -0.010 -0.010 38.724 -9.249 502.03 0 126.625 -15.562 -0.062 0
-164.490 -0.010 -0.010 38.724 -9.249 502.03 0 118.688 -15.562 -0.062 0
0.130 -2.560 -0.010 38.724 -9.249 501.79 0 108.562 -15.625 -0.062 0
0.370 -2.560 -0.010 38.724 -9.249 501.67 0 103.000 0.375 36.438 0
0.140 -2.560 -0.010 38.724 -9.249 501.55 0 107.438 2.125 36.562 0
-0.340 -5.560 7.660 38.724 -9.249 501.58 0 117.438 -15.562 -0.062 0
-249.300 -0.010 -0.010 38.724 -9.249 501.79 0 125.500 -15.562 -0.062 0
-308.410 -0.010 -0.010 38.724 -9.249 502.03 0 128.875 -15.500 -0.062 0
-215.890 -0.010 -0.010 38.724 -9.249 502.09 0 122.250 -15.562 -0.062 0
-0.190 -5.680 7.610 38.724 -9.249 501.97 0 110.250 -15.625 -0.062 0
0.390 -2.560 -0.010 38.724 -9.249 501.73 0 99.938 1.062 37.250 0
0.390 -2.560 -0.010 38.724 -9.249 501.55 0 99.125 2.750 36.812 0
-0.050 -213.320 -0.010 38.724 -9.249 501.61 0 109.188 1.062 36.250 0
-215.890 -0.010 -0.010 38.724 -9.249 501.85 0 121.875 -15.562 -0.062 0
-280.140 -0.010 -0.010 38.724 -9.249 502.24 0 131.125 -15.500 -0.062 0
